Age,Education_Level,Years_Experience,Job_Title,Location,Industry,Workclass,Gender,Hours_per_week,Marital_Status,Salary_USD
57,PhD,1,Data Engineer,Boston,Consulting,Government,Male,43,Married,117940
43,PhD,11,Research Scientist,Miami,Retail,Government,Male,40,Married,118533
47,High School,3,Data Analyst,Kolkata,Retail,Self-employed,Female,34,Married,29179
33,Bachelor's,12,ML Engineer,Austin,Tech,Government,Female,31,Single,142188
38,Bachelor's,16,Data Scientist,Miami,Consulting,Self-employed,Male,43,Divorced,128660
35,High School,15,Project Manager,Delhi,Retail,Government,Female,56,Divorced,48328
35,PhD,8,Data Scientist,Bangalore,Finance,Private,Male,45,Divorced,51747
55,High School,0,Research Scientist,San Diego,Tech,Self-employed,Male,31,Married,131632
41,PhD,14,Data Analyst,New York,Healthcare,Government,Male,46,Divorced,110883
32,High School,11,Project Manager,Hyderabad,Tech,Private,Female,55,Divorced,45392
37,PhD,4,Software Engineer,Mumbai,Retail,Government,Male,45,Single,40746
52,High School,17,Data Engineer,San Francisco,Biotech,Private,Male,38,Single,179787
27,Master's,19,Project Manager,Atlanta,Biotech,Self-employed,Male,49,Single,118680
40,PhD,1,Research Scientist,Austin,Tech,Private,Male,49,Married,109282
58,Bachelor's,3,Data Scientist,Chennai,Healthcare,Government,Male,38,Single,45354
25,High School,14,Marketing Manager,Mumbai,Tech,Private,Male,34,Divorced,42307
25,Bachelor's,5,Data Scientist,Boston,Healthcare,Private,Male,33,Single,115060
41,High School,11,Data Scientist,Miami,Retail,Self-employed,Female,36,Married,122706
31,Bachelor's,17,Data Scientist,Hyderabad,Finance,Private,Male,58,Single,56729
45,Bachelor's,19,Data Engineer,Chicago,Finance,Private,Male,58,Divorced,142388
56,High School,3,Research Scientist,San Diego,Healthcare,Government,Male,34,Single,123726
47,High School,0,ML Engineer,Chicago,Consulting,Government,Female,53,Single,129714
58,Bachelor's,14,Data Engineer,Seattle,Finance,Self-employed,Female,32,Single,145762
59,Bachelor's,17,Data Engineer,Delhi,Biotech,Self-employed,Male,59,Married,60474
42,Bachelor's,13,Research Scientist,San Francisco,Tech,Self-employed,Male,37,Married,167457
60,PhD,2,Business Analyst,San Diego,Retail,Government,Female,45,Married,84610
42,PhD,14,Data Engineer,Chennai,Consulting,Private,Male,56,Married,56132
31,Master's,4,Project Manager,Mumbai,Biotech,Self-employed,Male,35,Married,38480
59,PhD,2,Business Analyst,San Diego,Tech,Government,Male,59,Single,79009
25,PhD,6,Research Scientist,Mumbai,Biotech,Government,Male,58,Single,52698
41,High School,5,HR Manager,Delhi,Consulting,Self-employed,Female,38,Married,38265
38,Master's,0,HR Manager,Seattle,Healthcare,Government,Male,51,Married,79282
28,Master's,18,ML Engineer,New York,Tech,Private,Female,49,Single,193208
25,PhD,6,Software Engineer,Bangalore,Biotech,Government,Male,47,Divorced,44932
50,High School,3,Data Engineer,Atlanta,Retail,Government,Female,40,Single,107487
35,High School,11,Data Scientist,Austin,Retail,Private,Male,48,Married,119439
24,Master's,19,Software Engineer,San Diego,Biotech,Self-employed,Male,36,Single,142582
45,High School,17,Software Engineer,Chennai,Consulting,Government,Female,39,Married,53341
58,Bachelor's,8,Business Analyst,Atlanta,Consulting,Private,Male,34,Single,83195
37,PhD,18,Project Manager,Chicago,Retail,Self-employed,Female,36,Single,131782
25,Bachelor's,3,HR Manager,Kolkata,Retail,Private,Female,52,Single,27932
45,Master's,0,Marketing Manager,Denver,Consulting,Government,Male,35,Divorced,75947
55,Master's,8,Project Manager,Denver,Healthcare,Private,Male,47,Single,98569
51,High School,14,HR Manager,Delhi,Finance,Self-employed,Female,50,Single,37148
39,High School,7,Marketing Manager,Chennai,Biotech,Self-employed,Female,44,Divorced,37090
40,Master's,14,Data Engineer,Delhi,Healthcare,Self-employed,Female,56,Single,55841
52,Master's,14,Data Analyst,Mumbai,Biotech,Private,Male,39,Divorced,31447
40,Bachelor's,17,Research Scientist,San Francisco,Retail,Private,Male,35,Divorced,180464
40,Bachelor's,6,Data Analyst,San Diego,Healthcare,Self-employed,Male,53,Divorced,67851
43,High School,17,Project Manager,Austin,Retail,Self-employed,Female,30,Single,105919
45,Bachelor's,15,ML Engineer,Delhi,Retail,Self-employed,Male,57,Married,65100
33,High School,1,Project Manager,Chennai,Retail,Government,Female,57,Single,33706
51,High School,3,Business Analyst,San Diego,Tech,Government,Female,57,Married,83060
59,PhD,19,Marketing Manager,Chennai,Finance,Government,Female,39,Married,45467
52,High School,15,Marketing Manager,Austin,Retail,Self-employed,Male,52,Divorced,92957
57,Bachelor's,2,Data Engineer,Atlanta,Biotech,Government,Male,44,Divorced,105281
40,Master's,1,Data Analyst,Bangalore,Consulting,Self-employed,Female,43,Divorced,23355
57,Master's,2,Data Engineer,Chennai,Finance,Private,Female,45,Divorced,45162
51,Bachelor's,4,Data Analyst,Denver,Biotech,Self-employed,Female,34,Single,64816
54,Master's,1,Marketing Manager,Hyderabad,Tech,Self-employed,Female,43,Single,32115
39,High School,18,Project Manager,Kolkata,Retail,Government,Male,45,Married,49532
49,Master's,19,ML Engineer,Austin,Biotech,Private,Male,43,Single,151951
32,Bachelor's,1,Marketing Manager,Mumbai,Biotech,Private,Female,36,Single,33034
54,Master's,1,Software Engineer,Seattle,Biotech,Private,Male,48,Married,104999
38,High School,19,HR Manager,Denver,Finance,Government,Male,33,Single,101619
27,High School,17,Data Analyst,San Diego,Retail,Government,Male,47,Single,96240
25,Bachelor's,19,Data Analyst,Seattle,Biotech,Government,Male,57,Divorced,103238
41,Bachelor's,13,Business Analyst,Chicago,Consulting,Government,Female,51,Divorced,103089
48,Bachelor's,14,Data Engineer,Atlanta,Retail,Government,Male,50,Married,121565
36,PhD,11,Research Scientist,San Francisco,Healthcare,Self-employed,Female,44,Divorced,167756
27,PhD,10,Research Scientist,Hyderabad,Consulting,Private,Male,46,Single,56376
35,High School,10,Business Analyst,Kolkata,Tech,Government,Female,30,Divorced,41185
32,PhD,6,Marketing Manager,Boston,Finance,Private,Female,53,Divorced,84396
60,PhD,11,Data Analyst,Austin,Healthcare,Government,Male,44,Married,64640
30,Master's,15,Data Scientist,Delhi,Finance,Self-employed,Male,45,Single,53447
47,PhD,4,ML Engineer,Denver,Finance,Private,Male,53,Married,139800
37,Master's,1,Software Engineer,Bangalore,Biotech,Government,Male,51,Single,44781
26,Bachelor's,15,Project Manager,Austin,Consulting,Self-employed,Female,40,Single,107901
31,Master's,14,Project Manager,Austin,Healthcare,Self-employed,Female,38,Single,112108
24,Master's,10,Research Scientist,Bangalore,Biotech,Private,Male,46,Divorced,53886
34,Bachelor's,5,Research Scientist,Bangalore,Healthcare,Government,Female,55,Married,50705
51,Bachelor's,12,Business Analyst,San Francisco,Retail,Self-employed,Female,44,Single,110758
27,High School,18,Data Analyst,Mumbai,Retail,Self-employed,Male,37,Divorced,39139
38,High School,9,Data Engineer,Bangalore,Consulting,Self-employed,Male,47,Married,51413
40,High School,18,Project Manager,Chennai,Biotech,Private,Female,37,Divorced,51598
56,High School,4,Data Analyst,Chennai,Healthcare,Private,Male,32,Divorced,26195
47,Master's,6,Software Engineer,Delhi,Retail,Government,Male,51,Single,48844
26,Master's,10,ML Engineer,Denver,Biotech,Government,Female,52,Married,158966
50,High School,13,ML Engineer,Miami,Finance,Private,Female,48,Divorced,130035
58,PhD,15,Project Manager,Seattle,Retail,Private,Male,43,Divorced,122956
41,High School,17,Data Scientist,Delhi,Tech,Private,Female,31,Divorced,56113
42,PhD,3,Business Analyst,Boston,Healthcare,Self-employed,Female,30,Divorced,89234
31,Bachelor's,0,Project Manager,Austin,Retail,Private,Male,59,Single,74953
26,Master's,14,Software Engineer,Denver,Consulting,Government,Female,34,Single,135206
57,Master's,13,Data Scientist,Denver,Healthcare,Self-employed,Male,46,Married,141153
27,PhD,18,HR Manager,Austin,Tech,Private,Male,30,Divorced,89038
47,High School,4,Marketing Manager,Chennai,Healthcare,Government,Female,50,Single,32837
25,Master's,3,Research Scientist,Chicago,Healthcare,Private,Female,45,Married,126812
60,PhD,12,Research Scientist,Denver,Retail,Government,Male,32,Married,147597
60,Bachelor's,17,Data Scientist,Atlanta,Healthcare,Self-employed,Female,39,Single,129546
56,Bachelor's,11,Project Manager,Boston,Consulting,Self-employed,Female,48,Single,115932
22,Master's,14,Research Scientist,Boston,Tech,Government,Male,40,Divorced,147646
45,High School,8,Data Analyst,Mumbai,Retail,Government,Female,52,Single,31624
57,PhD,3,Research Scientist,Delhi,Tech,Self-employed,Female,32,Single,47664
27,Master's,4,ML Engineer,Chennai,Consulting,Self-employed,Female,31,Single,55148
52,Bachelor's,8,Research Scientist,San Diego,Healthcare,Government,Male,32,Married,141751
41,High School,12,HR Manager,Austin,Healthcare,Government,Female,44,Single,90950
45,PhD,9,Business Analyst,Kolkata,Retail,Private,Male,56,Married,39546
46,Master's,15,Data Scientist,Boston,Tech,Private,Female,49,Married,139504
57,PhD,12,Data Analyst,Kolkata,Healthcare,Self-employed,Female,38,Single,36336
42,High School,3,HR Manager,Delhi,Finance,Self-employed,Male,44,Married,30198
51,High School,12,ML Engineer,Kolkata,Healthcare,Private,Female,57,Divorced,63889
45,Bachelor's,7,Project Manager,Hyderabad,Healthcare,Private,Female,31,Divorced,41387
51,High School,12,Marketing Manager,Chennai,Biotech,Self-employed,Female,59,Married,39680
43,Master's,14,ML Engineer,Chicago,Tech,Self-employed,Male,35,Single,152476
49,PhD,19,Data Scientist,Chennai,Tech,Government,Male,34,Single,56701
28,High School,19,Data Scientist,Miami,Finance,Government,Male,35,Married,137602
56,High School,12,Data Scientist,Kolkata,Finance,Self-employed,Female,34,Single,57046
49,Master's,4,HR Manager,Kolkata,Finance,Private,Male,51,Married,31411
35,PhD,5,Data Scientist,Austin,Tech,Government,Female,41,Divorced,107252
31,PhD,4,Business Analyst,Seattle,Biotech,Self-employed,Female,33,Married,93113
37,Bachelor's,12,Business Analyst,Austin,Biotech,Private,Male,53,Married,95118
37,Bachelor's,4,Business Analyst,Miami,Consulting,Private,Male,57,Divorced,68408
52,PhD,12,Data Scientist,Bangalore,Tech,Self-employed,Female,54,Divorced,55587
46,Master's,19,Business Analyst,Bangalore,Consulting,Government,Male,55,Married,44526
34,Master's,7,Data Engineer,Mumbai,Healthcare,Government,Male,52,Divorced,51577
27,Bachelor's,8,Research Scientist,San Diego,Finance,Self-employed,Female,59,Divorced,133793
30,High School,18,Research Scientist,New York,Consulting,Private,Female,43,Single,183356
57,Master's,19,Data Scientist,Austin,Retail,Government,Female,43,Divorced,133411
41,High School,14,Software Engineer,Atlanta,Consulting,Self-employed,Male,40,Divorced,119221
39,Master's,9,HR Manager,Chennai,Tech,Government,Female,57,Married,35263
42,PhD,10,Marketing Manager,Bangalore,Finance,Self-employed,Male,30,Divorced,40820
25,Bachelor's,4,HR Manager,Denver,Finance,Government,Female,50,Married,85670
54,High School,8,Data Engineer,Bangalore,Biotech,Government,Male,52,Single,55450
48,High School,10,HR Manager,Mumbai,Consulting,Government,Male,34,Married,35888
28,PhD,18,Data Engineer,San Francisco,Biotech,Self-employed,Female,34,Married,178331
27,Master's,1,Data Engineer,Hyderabad,Consulting,Self-employed,Male,41,Single,46733
36,High School,5,HR Manager,Chennai,Tech,Private,Male,34,Single,34251
39,Master's,0,Marketing Manager,Atlanta,Tech,Government,Male,50,Divorced,72294
53,PhD,2,Data Engineer,Hyderabad,Healthcare,Government,Female,42,Married,42410
32,Bachelor's,2,Business Analyst,Miami,Consulting,Self-employed,Male,40,Married,76976
41,High School,13,Data Analyst,Hyderabad,Consulting,Government,Female,50,Married,29664
45,Master's,19,Data Analyst,Chicago,Finance,Self-employed,Female,30,Single,97905
36,High School,4,Project Manager,Seattle,Finance,Private,Male,41,Married,95355
28,Master's,16,Data Scientist,Miami,Biotech,Government,Male,35,Divorced,124034
42,Master's,14,ML Engineer,San Francisco,Healthcare,Self-employed,Female,56,Single,194696
47,Master's,5,Business Analyst,Delhi,Tech,Self-employed,Female,40,Married,34705
35,PhD,13,Business Analyst,Miami,Consulting,Government,Male,41,Single,95357
58,Bachelor's,13,ML Engineer,Mumbai,Biotech,Private,Female,58,Single,60535
42,High School,16,Data Scientist,Denver,Healthcare,Self-employed,Female,35,Single,142369
39,Bachelor's,7,Data Analyst,Mumbai,Finance,Government,Female,53,Married,31519
26,Master's,7,Marketing Manager,Mumbai,Healthcare,Private,Male,59,Married,33844
24,Master's,18,Data Engineer,San Francisco,Biotech,Self-employed,Male,34,Divorced,185040
44,Bachelor's,8,ML Engineer,Hyderabad,Tech,Private,Female,47,Single,58513
47,Bachelor's,10,Marketing Manager,Bangalore,Finance,Self-employed,Male,45,Married,38095
58,High School,12,Project Manager,Mumbai,Retail,Government,Male,42,Married,44899
45,Master's,12,Data Engineer,Hyderabad,Finance,Government,Female,36,Divorced,57147
40,Bachelor's,18,HR Manager,Chennai,Tech,Government,Female,43,Married,43742
46,PhD,18,Business Analyst,Denver,Finance,Private,Male,30,Married,115333
42,Master's,4,Data Engineer,Seattle,Biotech,Private,Male,50,Married,124013
33,Master's,15,HR Manager,Bangalore,Finance,Government,Male,57,Single,41486
54,High School,8,Data Analyst,Boston,Consulting,Self-employed,Male,50,Divorced,78708
25,PhD,19,HR Manager,San Francisco,Healthcare,Private,Male,41,Divorced,127760
28,High School,2,HR Manager,Kolkata,Biotech,Private,Male,32,Divorced,31931
43,PhD,18,Software Engineer,New York,Tech,Self-employed,Male,47,Married,168385
54,High School,4,ML Engineer,Miami,Biotech,Self-employed,Female,40,Married,133701
38,PhD,7,Data Engineer,Kolkata,Consulting,Government,Male,49,Married,48461
45,PhD,13,ML Engineer,Atlanta,Finance,Private,Male,36,Single,143559
55,PhD,2,Data Engineer,Miami,Finance,Self-employed,Male,39,Single,112284
49,Bachelor's,12,Business Analyst,Delhi,Retail,Self-employed,Male,48,Divorced,43610
60,Master's,10,Research Scientist,Kolkata,Biotech,Government,Female,42,Single,55495
43,PhD,7,ML Engineer,Seattle,Finance,Government,Female,43,Single,137184
38,Bachelor's,18,ML Engineer,Seattle,Finance,Private,Female,44,Married,173698
55,Bachelor's,9,Business Analyst,Denver,Consulting,Self-employed,Male,35,Married,95591
27,High School,17,Data Engineer,Delhi,Tech,Government,Male,36,Divorced,59009
27,Master's,17,Business Analyst,Seattle,Retail,Private,Female,42,Married,124333
55,Master's,6,Marketing Manager,San Francisco,Retail,Government,Female,45,Married,96761
22,High School,15,HR Manager,Bangalore,Retail,Private,Male,44,Single,41638
31,Master's,5,Business Analyst,Mumbai,Healthcare,Self-employed,Male,47,Divorced,34492
42,High School,15,Data Engineer,Atlanta,Biotech,Government,Male,32,Single,127009
26,Bachelor's,15,Data Analyst,Seattle,Tech,Private,Female,45,Divorced,90838
23,Bachelor's,0,Business Analyst,Austin,Healthcare,Private,Male,54,Divorced,75044
43,PhD,18,Data Scientist,Bangalore,Tech,Self-employed,Female,30,Married,60300
23,High School,2,Business Analyst,Mumbai,Biotech,Government,Female,53,Single,35763
31,Bachelor's,5,ML Engineer,Austin,Retail,Private,Female,30,Single,122820
55,Bachelor's,3,Marketing Manager,Denver,Consulting,Private,Male,48,Married,75282
37,High School,3,Software Engineer,Seattle,Consulting,Private,Male,35,Divorced,104287
60,Bachelor's,3,Business Analyst,Seattle,Consulting,Private,Female,40,Divorced,87737
43,Master's,9,Research Scientist,New York,Tech,Government,Female,53,Divorced,164366
33,Bachelor's,8,Data Scientist,Atlanta,Biotech,Government,Female,36,Divorced,97058
45,High School,7,Data Analyst,Seattle,Finance,Private,Male,32,Married,64864
59,Master's,18,Business Analyst,Chennai,Finance,Government,Male,57,Divorced,45919
31,Master's,16,HR Manager,New York,Consulting,Government,Male,35,Single,127531
56,Bachelor's,16,HR Manager,Bangalore,Tech,Self-employed,Female,30,Divorced,38991
53,PhD,0,Data Scientist,Hyderabad,Finance,Self-employed,Male,37,Divorced,45466
28,Master's,19,ML Engineer,Hyderabad,Tech,Private,Male,54,Divorced,64208
42,High School,13,Project Manager,Bangalore,Biotech,Self-employed,Male,54,Married,46911
41,PhD,19,ML Engineer,Denver,Consulting,Government,Male,43,Divorced,169314
47,PhD,10,Data Scientist,Kolkata,Healthcare,Private,Female,33,Married,52937
25,Master's,2,ML Engineer,Kolkata,Consulting,Self-employed,Male,33,Single,51583
43,Bachelor's,7,HR Manager,Miami,Healthcare,Private,Male,52,Divorced,68636
36,PhD,9,Marketing Manager,Mumbai,Finance,Private,Female,52,Divorced,38652
42,Bachelor's,16,Project Manager,New York,Retail,Self-employed,Female,45,Single,137243
36,Master's,7,HR Manager,Austin,Healthcare,Government,Male,40,Divorced,72131
43,High School,0,Data Analyst,Austin,Retail,Government,Male,51,Divorced,60263
49,PhD,19,HR Manager,Chennai,Tech,Self-employed,Female,36,Married,43540
35,High School,6,ML Engineer,Kolkata,Retail,Self-employed,Female,59,Married,57538
48,Bachelor's,8,Marketing Manager,San Francisco,Healthcare,Self-employed,Male,30,Single,112948
49,Bachelor's,11,Project Manager,Kolkata,Finance,Self-employed,Male,38,Married,45978
47,High School,8,Business Analyst,Hyderabad,Finance,Private,Male,59,Married,38357
23,Master's,19,Project Manager,Hyderabad,Consulting,Government,Female,58,Single,49397
46,Master's,2,HR Manager,Bangalore,Finance,Government,Female,35,Single,34968
24,PhD,3,Business Analyst,New York,Tech,Self-employed,Male,53,Divorced,101444
29,PhD,9,Data Scientist,Atlanta,Healthcare,Government,Male,42,Divorced,116690
54,Master's,3,Data Engineer,Chennai,Biotech,Government,Female,50,Divorced,49280
